doc_id,question,expected_answer,title,modalities
paper_4,What intervention does the study implement to enhance lung cancer diagnostics?,"The intervention involves a combination of multiple self-supervised learning techniques, filter-based feature selection, and Vision Graph Convolutional Networks to optimize feature fusion for lung cancer histopathology classification.",Deep feature optimization using fusion of multiple self-supervised learning approaches and filter-based feature selection for lung cancer histopathology classification.,ct; pathology
paper_4,How does the performance of the proposed approach compare to the plain Vision Graph Convolutional Neural Network?,"The proposed approach achieved a balanced accuracy of 97%, while the plain Vision Graph Convolutional Neural Network achieved only an 86% balanced accuracy score.",Deep feature optimization using fusion of multiple self-supervised learning approaches and filter-based feature selection for lung cancer histopathology classification.,ct; pathology
paper_4,What are the modalities used in this study for lung cancer classification?,The study utilizes histopathological images as the primary modality for lung cancer classification.,Deep feature optimization using fusion of multiple self-supervised learning approaches and filter-based feature selection for lung cancer histopathology classification.,ct; pathology
paper_4,What method is used to select the most significant features after feature optimization?,"The method used for selecting the most significant features is called Minimum Redundancy Maximum Relevance, a filter-based feature selection technique.",Deep feature optimization using fusion of multiple self-supervised learning approaches and filter-based feature selection for lung cancer histopathology classification.,ct; pathology
paper_5,What method is proposed for tracking tumors in lung cancer radiotherapy?,The study proposes a transformer-based patient-agnostic tracking model called TransTracking for tumor motion tracking in lung cancer radiotherapy.,A transformer-based patient-agnostic tumor motion tracking model (TransTracking): A feasibility study in radiotherapy for lung cancer.,ct; xray
paper_5,What type of imaging data was used to train the TransTracking model for internal tumor tracking?,"The TransTracking model was fine-tuned using 10,000 digitally reconstructed radiograph (DRR) images generated from the actual 4DCT datasets of 25 patients.",A transformer-based patient-agnostic tumor motion tracking model (TransTracking): A feasibility study in radiotherapy for lung cancer.,ct; xray
paper_5,What performance metric was achieved for surface marker tracking using the TransTracking model?,"For surface marker tracking, the mean absolute deviation (MAD) between the model-predicted and actual positions was 0.07 mm, with over 85% of frames within 0.5 mm of ground-truth positions.",A transformer-based patient-agnostic tumor motion tracking model (TransTracking): A feasibility study in radiotherapy for lung cancer.,ct; xray
paper_5,How does the TransTracking model compare to traditional individualized training methods for lung cancer radiotherapy?,The TransTracking model successfully tracks tumor target areas with high precision without needing individualized training or the implantation of fiducial markers.,A transformer-based patient-agnostic tumor motion tracking model (TransTracking): A feasibility study in radiotherapy for lung cancer.,ct; xray
paper_5,What results were reported regarding internal tumor tracking performance in the study?,"For internal tumor tracking, the mean absolute deviation (MAD) was 1.49 mm, with a mean Intersection over Union (IoU) value of 0.83 and an area under curve (AUC) score of 82% for 20 patients.",A transformer-based patient-agnostic tumor motion tracking model (TransTracking): A feasibility study in radiotherapy for lung cancer.,ct; xray
paper_6,What is the population involved in the study regarding primary resistance to third-generation EGFR-TKIs?,The study involved 222 lung adenocarcinoma patients treated with third-generation EGFR-TKIs.,Predicting primary resistance to third-generation EGFR-TKIs in lung adenocarcinoma using a multisource cross-modal transformer model.,ct; omics; clinical
paper_6,What intervention is being investigated for predicting primary resistance in lung adenocarcinoma patients?,The study investigates the utility of a multisource cross-modal Transformer (MC-Trans) model.,Predicting primary resistance to third-generation EGFR-TKIs in lung adenocarcinoma using a multisource cross-modal transformer model.,ct; omics; clinical
paper_6,How does the performance of the MC-Trans model compare to unimodal models in predicting primary resistance?,"The MC-Trans model achieved an ROC-AUC of 0.89, significantly higher than the unimodal models, which had ROC-AUCs of 0.78 for the tabular model and 0.63 for the CT model.",Predicting primary resistance to third-generation EGFR-TKIs in lung adenocarcinoma using a multisource cross-modal transformer model.,ct; omics; clinical
paper_6,What types of data were utilized by the MC-Trans model to predict primary resistance?,"The MC-Trans model utilized clinical and imaging data, specifically features extracted from tabular data and CT imaging.",Predicting primary resistance to third-generation EGFR-TKIs in lung adenocarcinoma using a multisource cross-modal transformer model.,ct; omics; clinical
paper_6,What was the outcome of the MC-Trans model in terms of predicting disease progression?,The MC-Trans model was able to predict the risk of disease progression even in patients without primary resistance.,Predicting primary resistance to third-generation EGFR-TKIs in lung adenocarcinoma using a multisource cross-modal transformer model.,ct; omics; clinical
paper_7,What is the population considered in the study for the multimodal AI model for lung cancer prognosis?,The study included 171 patients with non-small cell lung cancer who underwent surgical resection and were pathologically confirmed.,"A multimodal radiomics model to predict disease-free survival in resected non-small cell lung cancer: integrating clinicopathology, dual-energy CT, and deep learning features.",ct; pathology
paper_7,What multimodal features were integrated into the machine learning model for predicting disease-free survival in NSCLC?,"The model integrated features from dual-energy computed tomography (DECT) quantitative parameters, clinicopathological characteristics, radiomic features, and deep learning features from a pre-trained DenseNet121 model.","A multimodal radiomics model to predict disease-free survival in resected non-small cell lung cancer: integrating clinicopathology, dual-energy CT, and deep learning features.",ct; pathology
paper_7,How was the performance of the multimodal model compared to traditional single-modal models in predicting disease recurrence?,The Fusion-ExtraTrees model outperformed the single-modal champion models with a significantly higher AUC and indicated superior generalization and lower overfitting risks.,"A multimodal radiomics model to predict disease-free survival in resected non-small cell lung cancer: integrating clinicopathology, dual-energy CT, and deep learning features.",ct; pathology
paper_7,What type of machine learning techniques were utilized in the study to develop the predictive models?,"The study utilized seven machine learning algorithms including logistic regression (LR), K-nearest neighbors (KNN), support vector machine (SVM), random forest (RF), extreme random trees (ExtraTrees), naive Bayes, and extreme gradient boosting (XGBoost).","A multimodal radiomics model to predict disease-free survival in resected non-small cell lung cancer: integrating clinicopathology, dual-energy CT, and deep learning features.",ct; pathology
paper_7,What metrics were used to evaluate the performance of the multimodal model against single-modal models?,The performance of the models was evaluated using the area under the receiver operating characteristic curve (AUC) and decision curve analysis (DCA) for clinical net benefit.,"A multimodal radiomics model to predict disease-free survival in resected non-small cell lung cancer: integrating clinicopathology, dual-energy CT, and deep learning features.",ct; pathology
paper_8,What population was included in the systematic review of imaging for STAS in lung cancer?,"The systematic review included original articles and reviews published in English between July 2017 and May 2025, focusing on research related to spread through air spaces (STAS) in lung cancer.",Imaging advances of predicting spread through air spaces (STAS) in lung cancer: a narrative review.,ct; pet
paper_8,What types of imaging modalities were evaluated for predicting STAS in lung cancer?,The review summarized the diagnostic value of preoperative computed tomography (CT) and 18F-fluorodeoxyglucose positron emission tomography/computed tomography (18F-FDG PET/CT) for detecting STAS.,Imaging advances of predicting spread through air spaces (STAS) in lung cancer: a narrative review.,ct; pet
paper_8,What are the main outcomes associated with the accurate preoperative identification of STAS?,Accurate preoperative identification of STAS is crucial for optimizing surgical strategies and is strongly associated with local recurrence and poor prognosis.,Imaging advances of predicting spread through air spaces (STAS) in lung cancer: a narrative review.,ct; pet
paper_8,How has artificial intelligence impacted the prediction models for STAS according to the study?,"The efficacy of STAS prediction models has been greatly enhanced by the development of artificial intelligence, including radiomics and deep learning methods.",Imaging advances of predicting spread through air spaces (STAS) in lung cancer: a narrative review.,ct; pet
paper_8,What are the suggested future directions for research on imaging assessment of STAS in lung cancer?,"Future research should emphasize standardized imaging protocols, multimodal data integration, and multicenter prospective validation to facilitate clinical translation.",Imaging advances of predicting spread through air spaces (STAS) in lung cancer: a narrative review.,ct; pet
paper_9,What population is targeted by the lightweight hybrid foundation model (LHFM) for lung cancer prognosis?,"The population targeted by the LHFM includes individuals with lung cancer, particularly in low-resource settings.",Lightweight hybrid foundation model for lung cancer prognosis based on low-dose chest X-ray images.,ct; pet; xray; clinical
paper_9,What imaging modality is primarily used in conjunction with clinical data in the LHFM for lung cancer prognosis?,The primary imaging modality used in the LHFM is low-dose chest X-ray images (CXR).,Lightweight hybrid foundation model for lung cancer prognosis based on low-dose chest X-ray images.,ct; pet; xray; clinical
paper_9,How does the performance of the LHFM compare to existing multimodal benchmarks in lung cancer prognosis?,"The LHFM outperformed existing multimodal benchmarks with a C-index of 0.910 and AUROC of 0.935, indicating superior prognostic performance.",Lightweight hybrid foundation model for lung cancer prognosis based on low-dose chest X-ray images.,ct; pet; xray; clinical
paper_9,What outcome measures were utilized to evaluate the performance of the LHFM in this study?,"Performance was evaluated using the concordance index (C-index), area under the receiver operating characteristic curve (AUROC), and Kaplan-Meier (KM) survival analysis.",Lightweight hybrid foundation model for lung cancer prognosis based on low-dose chest X-ray images.,ct; pet; xray; clinical
paper_9,What advantage does the LHFM provide for lung cancer prognosis in terms of clinical application?,"The LHFM offers a scalable, equitable, and immediately applicable solution for personalized cancer care, especially in resource-limited and radiography-first workflows.",Lightweight hybrid foundation model for lung cancer prognosis based on low-dose chest X-ray images.,ct; pet; xray; clinical
paper_10,What specific type of lung cancer was studied in the LANTERN-XGB research?,The study focused on non-small cell lung cancer (NSCLC).,LANTERN-XGB: An Interpretable Multi-Modal Machine Learning for Improving Clinical Decision-Making in Lung Cancer.,ct; pet; omics
paper_10,Which multimodal data sources were integrated in the LANTERN-XGB model for predicting occult lymph node metastasis?,"The LANTERN-XGB model integrated diverse data modalities including CT and PET imaging, as well as systemic clinical modulators.",LANTERN-XGB: An Interpretable Multi-Modal Machine Learning for Improving Clinical Decision-Making in Lung Cancer.,ct; pet; omics
paper_10,How many patients were included in the retrospective cohort used to develop the LANTERN-XGB model?,The model was developed and benchmarked using a retrospective cohort of 437 patients.,LANTERN-XGB: An Interpretable Multi-Modal Machine Learning for Improving Clinical Decision-Making in Lung Cancer.,ct; pet; omics
paper_10,What was the performance metric used to evaluate the LANTERN-XGB model during external validation?,The model achieved an area under the curve (AUC) of approximately 0.77 during external validation.,LANTERN-XGB: An Interpretable Multi-Modal Machine Learning for Improving Clinical Decision-Making in Lung Cancer.,ct; pet; omics
paper_10,How does the LANTERN-XGB model improve clinical decision-making compared to traditional models?,"LANTERN-XGB improves clinical decision-making by providing interpretable visualizations of feature interactions, which helps manage diagnostic ambiguity and supports clinicians in verifying AI predictions.",LANTERN-XGB: An Interpretable Multi-Modal Machine Learning for Improving Clinical Decision-Making in Lung Cancer.,ct; pet; omics
paper_11,What population was included in the study for pulmonary nodule detection using LungProNet?,"The study included high-risk adults, specifically comprising a total of 2852 samples from the Tianjin Lung Cancer Imaging Dataset (TLCID) and 4848 samples from the ChestDR dataset.","Multimodal Deep Learning for Pulmonary Nodule Detection on Chest Radiography in High-Risk Adults, With Secondary Validation for All-Cause and Cause-Specific Mortality Prediction: A Multicenter Cohort Study.",ct; xray
paper_11,What intervention was employed to detect pulmonary nodules in the study?,"The intervention involved the development of the LungProNet multimodal deep-learning model, which fused chest radiograph features with four epidemiologic variables.","Multimodal Deep Learning for Pulmonary Nodule Detection on Chest Radiography in High-Risk Adults, With Secondary Validation for All-Cause and Cause-Specific Mortality Prediction: A Multicenter Cohort Study.",ct; xray
paper_11,What comparator was used to benchmark the performance of LungProNet in pulmonary nodule detection and mortality prediction?,The performance of LungProNet was benchmarked against contemporary machine learning and deep learning baselines.,"Multimodal Deep Learning for Pulmonary Nodule Detection on Chest Radiography in High-Risk Adults, With Secondary Validation for All-Cause and Cause-Specific Mortality Prediction: A Multicenter Cohort Study.",ct; xray
paper_11,What were the key outcome measures reported for the LungProNet intervention in detecting pulmonary nodules?,"The key outcome measures included area under the curve (AUC) values for nodule detection, which were reported as 0.979 for TLCID and 0.849 for ChestDR.","Multimodal Deep Learning for Pulmonary Nodule Detection on Chest Radiography in High-Risk Adults, With Secondary Validation for All-Cause and Cause-Specific Mortality Prediction: A Multicenter Cohort Study.",ct; xray
paper_11,How was the performance of LungProNet evaluated for all-cause and cause-specific mortality prediction?,"The performance for mortality prediction was evaluated using time-dependent AUCs in the Prostate, Lung, Colorectal and Ovarian Cancer Screening Trial (PLCO), with AUCs of 0.925 for all-cause mortality and between 0.939 to 0.985 for cause-specific mortality.","Multimodal Deep Learning for Pulmonary Nodule Detection on Chest Radiography in High-Risk Adults, With Secondary Validation for All-Cause and Cause-Specific Mortality Prediction: A Multicenter Cohort Study.",ct; xray
paper_12,What is the population of interest in the study of VITALIS for lung cancer care?,"The population of interest includes lung cancer patients undergoing care that involves nodule detection, survival risk estimation, and nodule count quantification.",Graphicalized vision-language modeling for comprehensive lung nodule analysis and risk stratification.,ct; pet
paper_12,What intervention does the study propose for integrated lung cancer analysis?,"The intervention proposed is the VITALIS framework, a multimodal vision-language model that fuses CT and PET/CT imaging with structured radiology text.",Graphicalized vision-language modeling for comprehensive lung nodule analysis and risk stratification.,ct; pet
paper_12,What comparative performance metrics were evaluated for VITALIS on lung cancer cohorts?,"The performance metrics evaluated include accuracy in delineation, low false-positive localization, calibrated survival risk estimates, and consistency in nodule counts across different tasks.",Graphicalized vision-language modeling for comprehensive lung nodule analysis and risk stratification.,ct; pet
paper_12,What types of imaging modalities are integrated in the VITALIS framework for lung cancer analysis?,The modalities integrated in the VITALIS framework are CT and PET/CT imaging.,Graphicalized vision-language modeling for comprehensive lung nodule analysis and risk stratification.,ct; pet
paper_12,What outcomes does VITALIS aim to achieve in lung cancer care?,"VITALIS aims to achieve accurate nodule detection, malignancy classification, survival risk estimation, and prediction of nodule counts.",Graphicalized vision-language modeling for comprehensive lung nodule analysis and risk stratification.,ct; pet
paper_13,What is the target population focused on in the study regarding drug combination responses?,The study focuses on patients with EGFR-mutant lung cancer.,A scalable multimodal graph neural network for drug combination response prediction.,ct; omics
paper_13,What multimodal methods were integrated within the MMDGNN framework for drug response prediction?,MMDGNN integrates molecular fingerprints and SMILES representations within an adaptive graph neural network architecture.,A scalable multimodal graph neural network for drug combination response prediction.,ct; omics
paper_13,How does the performance of MMDGNN compare to the prior model MGAE-DC in terms of mean squared error?,"MMDGNN achieved a mean squared error of 16.18, which is an improvement over MGAE-DC's mean squared error of 17.36.",A scalable multimodal graph neural network for drug combination response prediction.,ct; omics
paper_13,What performance metric showed a significant improvement with the MMDGNN model compared to MGAE-DC?,"MMDGNN obtained a Pearson correlation coefficient of 0.85, compared to 0.84 for MGAE-DC, marking an improvement in predictive accuracy.",A scalable multimodal graph neural network for drug combination response prediction.,ct; omics
paper_13,What potential challenges are acknowledged in applying MMDGNN across different cancer types?,The study notes that performance may vary in cancer types with limited data and highlights the need for further validation concerning potential off-target effects.,A scalable multimodal graph neural network for drug combination response prediction.,ct; omics
paper_14,What population was studied to assess the effectiveness of the multimodal AI DeepScan for lung cancer and pneumonia diagnosis?,"The study assessed DeepScan using a test population of 2,000 patients.",Multimodal AI for pneumonia and lung cancer classification using x-ray and HRCT.,ct; xray
paper_14,What intervention did the researchers implement to improve the diagnosis of pneumonia and lung cancer in this study?,"The researchers implemented DeepScan, a multimodal AI that integrates CNNs trained on both chest X-ray and HRCT images.",Multimodal AI for pneumonia and lung cancer classification using x-ray and HRCT.,ct; xray
paper_14,How did the performance of the multimodal AI DeepScan compare to single-modality models in diagnosing lung cancer and pneumonia?,"DeepScan outperformed single-modality models, achieving 94.6% accuracy, 95.2% sensitivity, and 93.9% specificity.",Multimodal AI for pneumonia and lung cancer classification using x-ray and HRCT.,ct; xray
paper_14,What are the specific imaging modalities utilized in the DeepScan model for diagnosing pneumonia and lung cancer?,The DeepScan model utilized chest X-ray and HRCT imaging modalities.,Multimodal AI for pneumonia and lung cancer classification using x-ray and HRCT.,ct; xray
paper_14,What outcomes did the use of the multimodal AI DeepScan achieve concerning the diagnosis and management of lung cancer?,The use of DeepScan reduced false negatives for early-stage lung cancer and improved differentiation from pneumonia.,Multimodal AI for pneumonia and lung cancer classification using x-ray and HRCT.,ct; xray
paper_15,What population was targeted in the systematic review on AI approaches for ALK-rearranged lung cancer?,The review focused on studies involving human subjects diagnosed with ALK-rearranged non-small-cell lung cancer (NSCLC).,Artificial Intelligence in ALK-Rearranged NSCLC: Forecasting Response and Resistance.,ct; omics; clinical
paper_15,What multimodal strategies were explored in relation to predicting treatment response in ALK-rearranged NSCLC?,"The review evaluated AI approaches that utilized imaging, pathology, molecular, and clinical data to predict treatment responses in patients with ALK-rearranged NSCLC.",Artificial Intelligence in ALK-Rearranged NSCLC: Forecasting Response and Resistance.,ct; omics; clinical
paper_15,What type of AI methodologies were included in the studies reviewed for predicting ALK status?,"The systematic review included studies applying AI, machine learning, or deep learning methods to predict ALK status.",Artificial Intelligence in ALK-Rearranged NSCLC: Forecasting Response and Resistance.,ct; omics; clinical
paper_15,What performance metrics were reported for models predicting ALK status in the reviewed studies?,"Models predicting ALK status demonstrated area under the curve values ranging from 0.73 to 0.99, indicating variable levels of predictive performance.",Artificial Intelligence in ALK-Rearranged NSCLC: Forecasting Response and Resistance.,ct; omics; clinical
paper_15,What limitations were identified in the current research on AI applications for ALK-rearranged lung cancer?,"The review highlighted limitations such as methodological heterogeneity, limited external validation, and a lack of prospective studies, which impede clinical translation.",Artificial Intelligence in ALK-Rearranged NSCLC: Forecasting Response and Resistance.,ct; omics; clinical
paper_16,What is the main population targeted for lung cancer survival prediction in the study?,The main population targeted for lung cancer survival prediction in the study consists of patients with lung cancer.,HCLmNet: A unified hybrid continual learning strategy multimodal network for lung cancer survival prediction.,ct; pet; omics; clinical
paper_16,What multimodal data types are integrated in the HCLmNet for lung cancer prediction?,"The HCLmNet integrates multimodal data types including CT and PET imaging, genomic (DNA) sequences, and clinical records.",HCLmNet: A unified hybrid continual learning strategy multimodal network for lung cancer survival prediction.,ct; pet; omics; clinical
paper_16,How does HCLmNet compare to traditional deep learning models for lung cancer survival prediction?,"HCLmNet outperforms traditional deep learning models such as CoxPH and DeepSurv, achieving a C-index of 0.84 compared to their scores of 0.65 and 0.70, respectively.",HCLmNet: A unified hybrid continual learning strategy multimodal network for lung cancer survival prediction.,ct; pet; omics; clinical
paper_16,What performance metrics were used to evaluate the effectiveness of HCLmNet in lung cancer survival prediction?,"The effectiveness of HCLmNet was evaluated using performance metrics such as the Concordance Index (C-index) and the Mean Absolute Error (MAE), with C-index scores achieving 0.84 and MAE reducing to 140 days.",HCLmNet: A unified hybrid continual learning strategy multimodal network for lung cancer survival prediction.,ct; pet; omics; clinical
paper_16,What mechanisms are employed in HCLmNet to address catastrophic forgetting during training?,"HCLmNet employs mechanisms like Elastic Weight Consolidation (EWC) along with three replay-based modules: Experience Replay (ER), Instance-Level Correlation Replay (EICR), and Class-Level Correlation Replay (ECCR) to address catastrophic forgetting.",HCLmNet: A unified hybrid continual learning strategy multimodal network for lung cancer survival prediction.,ct; pet; omics; clinical
paper_17,What is the primary population discussed in the study regarding lung cancer classification?,"The study focuses on lung cancer patients for the classification of benign, malignant, and normal cases.",Grad-CAM Enhanced Explainable Deep Learning for Multi-Class Lung Cancer Classification Using DE-SAMNet Model.,ct; clinical
paper_17,What intervention does the DE-SAMNet model propose for lung cancer classification?,DE-SAMNet proposes a hybrid deep learning framework for automated multi-class lung cancer classification using chest computed tomography (CT) scans.,Grad-CAM Enhanced Explainable Deep Learning for Multi-Class Lung Cancer Classification Using DE-SAMNet Model.,ct; clinical
paper_17,What performance metrics were reported for the DE-SAMNet model on the public dataset?,"The DE-SAMNet model achieved a 99.00% F1-score, 98.41% recall, 99.64% precision, and 99.54% accuracy on the public dataset.",Grad-CAM Enhanced Explainable Deep Learning for Multi-Class Lung Cancer Classification Using DE-SAMNet Model.,ct; clinical
paper_17,How does DE-SAMNet compare to existing approaches in terms of performance on the private dataset?,"DE-SAMNet outperformed existing approaches with 95.96% accuracy, 95.99% precision, 96.04% F1-score, and 96.21% recall on the private dataset.",Grad-CAM Enhanced Explainable Deep Learning for Multi-Class Lung Cancer Classification Using DE-SAMNet Model.,ct; clinical
paper_17,What explainable AI technique is employed in this study to enhance the interpretability of the model's predictions?,"The study employs Grad-CAM as an explainable AI technique to visualize the model's decision rationale, highlighting clinically important areas in CT scans.",Grad-CAM Enhanced Explainable Deep Learning for Multi-Class Lung Cancer Classification Using DE-SAMNet Model.,ct; clinical
paper_18,What are the key subtypes of lung cancer addressed in the study?,"The study focuses on lung adenocarcinoma (LUAD) and squamous cell carcinoma (LUSC), which are the major subtypes of non-small cell lung cancer (NSCLC).",From Black Box to Biological Insight: AttentioFuse Unlocks Multi-Omics Dynamics in Lung Cancer.,ct; omics
paper_18,How does AttentioFuse enhance the interpretability of multi-omics data in lung cancer?,"AttentioFuse enhances interpretability through a Reactome-guided mid-fusion strategy, using dual-phase learning with omics-specific encoders and hierarchical attention mechanisms to dynamically quantify contributions of various data layers.",From Black Box to Biological Insight: AttentioFuse Unlocks Multi-Omics Dynamics in Lung Cancer.,ct; omics
paper_18,What performance metrics for lung cancer predictions did AttentioFuse achieve compared to other methods?,"AttentioFuse matches state-of-the-art performance in TNM staging of lung cancer, indicating high predictive accuracy comparable to existing models.",From Black Box to Biological Insight: AttentioFuse Unlocks Multi-Omics Dynamics in Lung Cancer.,ct; omics
paper_18,What types of omics data are integrated in the AttentioFuse framework?,"AttentioFuse integrates multiple omics datasets, including genomic, transcriptomic, and potentially others relevant to the biological mechanisms of lung cancer.",From Black Box to Biological Insight: AttentioFuse Unlocks Multi-Omics Dynamics in Lung Cancer.,ct; omics
paper_18,What actionable biological insights were uncovered by AttentioFuse regarding lung cancer pathways?,"AttentioFuse revealed insights related to pan-NSCLC AKT/mTOR metabolic control, histology-divergent roles of Notch signaling, and pathways linked to developmental reactivation, microbiota-associated metastasis, and extracellular matrix remodeling.",From Black Box to Biological Insight: AttentioFuse Unlocks Multi-Omics Dynamics in Lung Cancer.,ct; omics
paper_19,What is the main objective of the review on artificial intelligence in predicting pulmonary nodule growth?,"The objective of the review is to summarize current AI-based approaches for predicting pulmonary nodule growth on CT, compare model performance, and discuss key challenges and future directions for clinical translation.",Narrative review: the research advances of artificial intelligence in the prediction of pulmonary nodule growth.,ct; omics
paper_19,Which imaging modalities are primarily discussed in relation to pulmonary nodule growth prediction?,The review primarily discusses the use of dynamic computed tomography (CT) for monitoring pulmonary nodules.,Narrative review: the research advances of artificial intelligence in the prediction of pulmonary nodule growth.,ct; omics
paper_19,What are the main workflows followed by existing AI-based studies for predicting nodule growth?,"Existing AI-based studies generally follow three workflows: baseline CT models estimating future growth risk, longitudinal CT models modeling voxel- or pixel-wise growth, and models based on growth-related surrogates.",Narrative review: the research advances of artificial intelligence in the prediction of pulmonary nodule growth.,ct; omics
paper_19,What are the challenges identified for the clinical implementation of AI models in predicting pulmonary nodule growth?,"Challenges include integrating with picture archiving and communication systems (PACS), balancing sensitivity with specificity, addressing overdiagnosis and false progression, and the need for multicenter prospective validation.",Narrative review: the research advances of artificial intelligence in the prediction of pulmonary nodule growth.,ct; omics
paper_19,What is the conclusion about the potential of AI in the noninvasive prediction of pulmonary nodule growth?,"The review concludes that AI, particularly deep learning combined with quantitative radiomics and radiogenomics, shows promise for noninvasive prediction of pulmonary nodule growth, with emphasis on future work focusing on validation, standardized endpoint definitions, and multimodal integration.",Narrative review: the research advances of artificial intelligence in the prediction of pulmonary nodule growth.,ct; omics
paper_20,What population was studied in the research on predicting immunotherapy efficacy in lung cancer?,The study involved a retrospective analysis of 201 advanced non-small cell lung cancer (NSCLC) patients who underwent immunotherapy.,Enhanced CT-based deep learning radiomics and biological correlations for predicting immunotherapy efficacy in advanced non-small cell lung cancer.,ct; omics
paper_20,Which intervention was employed to assess durable clinical benefit in the studied patients?,The intervention consisted of using enhanced computed tomography (CT) images alongside clinical features and deep learning features to construct a predictive model.,Enhanced CT-based deep learning radiomics and biological correlations for predicting immunotherapy efficacy in advanced non-small cell lung cancer.,ct; omics
